Soundfile,Left time (sec),Right time (sec),Species,
ICLISTENHF1251_20140104T101200.628Z.wav,23.38403,24.65779,HB,
ICLISTENHF1251_20140104T101200.628Z.wav,73.34601,74.04943,WSD,
ICLISTENHF1251_20140104T101200.628Z.wav,83.6692,83.87833,UN|WSD,      
ICLISTENHF1251_20140104T102200.629Z.wav,25.79848,26.90114,WSD,
ICLISTENHF1251_20140104T102200.629Z.wav,34.44866,34.65779,UN|WSD,      
ICLISTENHF1251_20140104T102200.629Z.wav,44.88593,45.74144,HB,
ICLISTENHF1251_20140104T103200.631Z.wav,14.35361,15,UN|WSD,      
ICLISTENHF1251_20140104T103200.631Z.wav,19.79086,21.08364,HB,
ICLISTENHF1251_20140104T103200.631Z.wav,26.04563,26.19772,UN|WSD,      
ICLISTENHF1251_20140104T104200.633Z.wav,9.84791,11.74905,HB,
ICLISTENHF1251_20140104T104200.633Z.wav,24.27757,24.44867,UN|WSD,      
ICLISTENHF1251_20140104T104200.633Z.wav,236.6349,242.0532,UN,
ICLISTENHF1251_20140104T105200.635Z.wav,3.6692,3.87833,UN|WSD,      
ICLISTENHF1251_20140104T105200.635Z.wav,11.48289,12.54753,UN,
ICLISTENHF1251_20140104T105200.635Z.wav,20.79848,22.1673,HB,
ICLISTENHF1251_20140104T105200.635Z.wav,73.57414,76.19772,UN,
ICLISTENHF1251_20140104T110200.637Z.wav,4.82035,5.61883,UN|WSD,      
ICLISTENHF1251_20140104T110200.637Z.wav,6.55894,8.11786,HB,
ICLISTENHF1251_20140104T110200.637Z.wav,23.82129,24.04943,UN|WSD,      
ICLISTENHF1251_20140104T111200.639Z.wav,1.65399,3.23194,HB,
ICLISTENHF1251_20140104T111200.639Z.wav,17.47148,17.81369,UN|WSD,      
ICLISTENHF1251_20140104T111200.639Z.wav,25.38023,26.36882,UN,
ICLISTENHF1251_20140104T111200.639Z.wav,28.97338,29.75285,UN|WSD,      
ICLISTENHF1251_20140104T112200.641Z.wav,29.90493,30.72242,UN|WSD,      
ICLISTENHF1251_20140104T112200.641Z.wav,37.87072,38.51711,UN|WSD,      
ICLISTENHF1251_20140104T112200.641Z.wav,46.5019,47.98478,HB,
ICLISTENHF1251_20140104T112200.641Z.wav,63.65019,65.70342,WBD,
ICLISTENHF1251_20140104T113200.643Z.wav,20.13308,20.6654,HB,
ICLISTENHF1251_20140104T113200.643Z.wav,24.48669,25.1711,UN|WSD,      
ICLISTENHF1251_20140104T113200.643Z.wav,37.90875,38.25095,UN|WSD,      
ICLISTENHF1251_20140104T114200.645Z.wav,7.87072,8.55512,HB,
ICLISTENHF1251_20140104T114200.645Z.wav,15.98859,16.31179,UN|WSD,      
ICLISTENHF1251_20140104T115200.646Z.wav,4.10645,4.39163,UN|WSD,      
ICLISTENHF1251_20140104T115200.646Z.wav,27.05322,28.21293,HB,
ICLISTENHF1251_20140104T120200.648Z.wav,36.36882,38.23194,HB,
ICLISTENHF1251_20140104T120200.648Z.wav,39.96197,40.26616,UN|WSD,      
ICLISTENHF1251_20140104T121200.650Z.wav,15.96958,16.78707,UN|WSD,      
ICLISTENHF1251_20140104T121200.650Z.wav,34.01141,36.19772,HB,
ICLISTENHF1251_20140104T121200.650Z.wav,74.01141,74.31558,UN|WSD,      
ICLISTENHF1251_20140104T122200.652Z.wav,9.23954,11.1597,HB,
ICLISTENHF1251_20140104T122200.652Z.wav,9.79086,10.32319,UN|WSD,      
ICLISTENHF1251_20140104T122200.652Z.wav,21.92015,22.71863,UN|WSD,      
ICLISTENHF1251_20140104T122200.652Z.wav,227.9657,229.2205,UN|FW,
ICLISTENHF1251_20140104T123200.653Z.wav,1.34981,3.59316,HB,
ICLISTENHF1251_20140104T123200.653Z.wav,26.73004,26.97719,UN|WSD,      
ICLISTENHF1251_20140104T124200.655Z.wav,4.3346,5.87452,HB,
ICLISTENHF1251_20140104T124200.655Z.wav,19.29658,19.5247,UN|WSD,      
ICLISTENHF1251_20140104T125200.657Z.wav,2.3384,3.63117,HB,
ICLISTENHF1251_20140104T125200.657Z.wav,225.7984,226.4828,UN|WSD,      
ICLISTENHF1251_20140104T130200.659Z.wav,13.80228,14.18251,UN|WSD,      
ICLISTENHF1251_20140104T130200.659Z.wav,17.96578,19.96198,HB,
ICLISTENHF1251_20140104T130200.659Z.wav,277.5855,280.095,UN|WSD|U,"Could be a right whale dolphin	"
ICLISTENHF1251_20140104T131200.661Z.wav,7.94676,8.46008,UN|WSD|U,"	"
ICLISTENHF1251_20140104T131200.661Z.wav,9.8289,11.17871,HB,
ICLISTENHF1251_20140104T131200.661Z.wav,12.45246,12.79468,UN|WSD,      
ICLISTENHF1251_20140104T131200.661Z.wav,175.8365,177.9467,UN|FW,
ICLISTENHF1251_20140104T132200.663Z.wav,15.76046,16.40684,UN|WSD,      
ICLISTENHF1251_20140104T132200.663Z.wav,26.42586,27.87072,HB,
ICLISTENHF1251_20140104T132200.663Z.wav,223.6882,225.6273,UN|FW,
ICLISTENHF1251_20140104T133200.665Z.wav,14.69582,16.23573,HB,
ICLISTENHF1251_20140104T133200.665Z.wav,27.26236,27.45246,UN|WSD,      
ICLISTENHF1251_20140104T133200.665Z.wav,273.3079,275.3612,UN|FW,
ICLISTENHF1251_20140104T134200.667Z.wav,6.06464,6.36882,UN|WSD,      
ICLISTENHF1251_20140104T134200.667Z.wav,6.5019,8.26995,HB,
ICLISTENHF1251_20140104T134200.667Z.wav,35.98858,38.327,UN|FW,
"ICLISTENHF1251_20140104T135150.098Z-HPF	41.63497",42.22433,,,
ICLISTENHF1251_20140104T135150.098Z.wav,16.8395,18.64558,HB,
ICLISTENHF1251_20140104T135150.098Z.wav,45.28517,47.73764,UN|FW,
"ICLISTENHF1251_20140104T140150.099Z-HPF	24.38050",24.77974,,,
ICLISTENHF1251_20140104T140150.100Z.wav,2.26236,3.42205,HB,
ICLISTENHF1251_20140104T140150.100Z.wav,29.60076,31.14068,UN|FW,
"ICLISTENHF1251_20140104T141150.101Z-HPF	19.67681",20.51331,,,
ICLISTENHF1251_20140104T141150.102Z.wav,9.27757,10.85551,HB,
ICLISTENHF1251_20140104T141150.102Z.wav,144.8289,146.1216,FW,
"ICLISTENHF1251_20140104T142150.103Z-HPF	144.3536",144.7528,,,
ICLISTENHF1251_20140104T142150.103Z.wav,0.38023,1.95816,HB,
ICLISTENHF1251_20140104T142150.103Z.wav,161.2927,162.9657,FW,
"ICLISTENHF1251_20140104T143150.105Z-HPF	23.34601",23.59316,,,
"ICLISTENHF1251_20140104T143150.105Z-HPF	246.9201",247.7376,,,
ICLISTENHF1251_20140104T143150.105Z.wav,3.95437,5.28517,HB,
ICLISTENHF1251_20140104T143150.105Z.wav,49.12548,50.87451,FW,
ICLISTENHF1251_20140104T143150.105Z.wav,61.29278,62.73764,UN|SW,
"ICLISTENHF1251_20140104T144150.106Z-HPF	42.22433",43.68821,,,
"ICLISTENHF1251_20140104T144150.106Z-HPF	46.46388",46.93916,,,
ICLISTENHF1251_20140104T144150.107Z.wav,97.94677,100.6844,HB,
ICLISTENHF1251_20140104T144150.107Z.wav,175.057,177.1102,UN|FW,
"ICLISTENHF1251_20140104T150150.108Z-HPF	42.37643",42.8327,,,
"ICLISTENHF1251_20140104T150150.108Z-HPF	114.0304",114.7718,,,
ICLISTENHF1251_20140104T150150.109Z.wav,50.87451,53.46008,HB,
ICLISTENHF1251_20140104T150150.109Z.wav,78.47908,80.60837,FW,
"ICLISTENHF1251_20140104T151150.109Z-HPF	21.88213",22.05323,,,
"ICLISTENHF1251_20140104T151150.109Z-HPF	224.0304",224.6768,,,
ICLISTENHF1251_20140104T151150.110Z.wav,12.24335,13.8403,HB,
ICLISTENHF1251_20140104T151150.110Z.wav,17.87072,19.54373,FW,
"ICLISTENHF1251_20140104T152150.110Z-HPF	41.84411",42.14829,,,
"ICLISTENHF1251_20140104T152150.110Z-HPF	54.93122",55.52058,,,
"ICLISTENHF1251_20140104T152150.110Z-HPF	284.0304",285.076,"ed	co","uld be right whale dolphin	",
ICLISTENHF1251_20140104T152150.111Z.wav,31.55894,33.23194,HB,
ICLISTENHF1251_20140104T152150.111Z.wav,80.98858,82.28137,FW,
"ICLISTENHF1251_20140104T153150.112Z-HPF	29.82890",30.11407,,,
"ICLISTENHF1251_20140104T153150.112Z-HPF	85.98502",86.87856,"ed	",      ,
ICLISTENHF1251_20140104T153150.112Z.wav,5.26616,6.71103,HB,
ICLISTENHF1251_20140104T153150.112Z.wav,174.4486,175.8935,FW,
"ICLISTENHF1251_20140104T154150.112Z-HPF	59.79087",60.1711,,,
ICLISTENHF1251_20140104T154150.113Z.wav,28.06083,30.4943,HB,
"ICLISTENHF1251_20140104T155150.114Z-HPF	29.25856",29.60076,,,
"ICLISTENHF1251_20140104T155150.114Z-HPF	93.89734",94.60076,,,
ICLISTENHF1251_20140104T155150.114Z.wav,8.36502,10.95057,HB,
"ICLISTENHF1251_20140104T160150.115Z-HPF	29.79087",30.09506,,,
ICLISTENHF1251_20140104T160150.116Z.wav,3.42205,5.77947,HB,
"ICLISTENHF1251_20140104T161150.118Z-HPF	80.55862",80.90083,,,
ICLISTENHF1251_20140104T161150.118Z.wav,7.45247,9.73384,HB,
ICLISTENHF1251_20140104T161150.118Z.wav,212.3193,213.6121,UN|FW,
"ICLISTENHF1251_20140104T162150.119Z-HPF	133.8403",135.3802,,,
ICLISTENHF1251_20140104T162150.120Z.wav,50.03802,53.38403,HB,
ICLISTENHF1251_20140104T162150.120Z.wav,72.39544,74.22053,FW,
ICLISTENHF1251_20140104T163150.122Z.wav,7.68061,10.41825,HB,
ICLISTENHF1251_20140104T163150.122Z.wav,45.70342,47.37643,FW,
ICLISTENHF1251_20140104T164150.124Z.wav,2.43346,3.57414,HB,
ICLISTENHF1251_20140104T164150.124Z.wav,10.57034,12.47148,FW,
ICLISTENHF1251_20140104T165150.126Z.wav,25.85551,27.37643,HB,
"ICLISTENHF1251_20140104T170150.127Z-HPF	78.49808",79.27757,,,
ICLISTENHF1251_20140104T170150.128Z.wav,37.49048,40.60837,HB,
ICLISTENHF1251_20140104T171150.130Z.wav,20,21.36882,HB,
ICLISTENHF1251_20140104T172150.132Z.wav,25.62738,31.02662,UN|FW|BW,"	"
ICLISTENHF1251_20140104T172150.132Z.wav,50.87451,53.38403,HB,
ICLISTENHF1251_20140104T173150.134Z.wav,44.10646,45.09506,UN,
ICLISTENHF1251_20140104T173150.134Z.wav,49.04943,51.78707,HB,
ICLISTENHF1251_20140104T174150.136Z.wav,31.93916,33.46008,HB,
ICLISTENHF1251_20140104T175150.138Z.wav,67.60456,69.80989,HB,
ICLISTENHF1251_20140104T180150.140Z.wav,6.61597,9.27757,HB,
ICLISTENHF1251_20140104T181150.142Z.wav,29.27757,31.86312,HB,
ICLISTENHF1251_20140104T182150.144Z.wav,15.43726,18.09886,HB,
ICLISTENHF1251_20140104T183150.146Z.wav,15.6654,18.327,HB,
ICLISTENHF1251_20140104T184150.147Z.wav,4.18251,6.8441,HB,
ICLISTENHF1251_20140104T185150.149Z.wav,27.98478,30.41825,HB,
ICLISTENHF1251_20140104T190150.151Z.wav,107.2813,109.0494,HB,
ICLISTENHF1251_20140104T191150.153Z.wav,13.74525,16.71103,HB,
ICLISTENHF1251_20140104T192150.155Z.wav,33.0038,34.98098,HB,
ICLISTENHF1251_20140104T193150.157Z.wav,52.18631,54.80989,HB,
ICLISTENHF1251_20140104T194150.159Z.wav,29.08745,31.02662,HB,
ICLISTENHF1251_20140104T195150.161Z.wav,5.41824,7.87072,HB,
"ICLISTENHF1251_20140104T200150.162Z-HPF	29.20152",29.58175,,,
ICLISTENHF1251_20140104T200150.163Z.wav,16.82509,18.47909,HB,
ICLISTENHF1251_20140104T201150.165Z.wav,41.06464,42.26236,HB,
ICLISTENHF1251_20140104T202150.166Z.wav,238.9733,241.3688,HB,
ICLISTENHF1251_20140104T203150.168Z.wav,58.63117,60.74144,HB,
ICLISTENHF1251_20140104T204150.170Z.wav,277.5285,279.7528,HB,
ICLISTENHF1251_20140104T205150.172Z.wav,64.3346,68.04183,UN|HB,
ICLISTENHF1251_20140104T205150.172Z.wav,154.5056,155.8174,HB,
ICLISTENHF1251_20140104T210150.174Z.wav,55.09506,56.74905,HB,
"ICLISTENHF1251_20140104T211150.175Z-HPF	176.9011",177.5665,,,
ICLISTENHF1251_20140104T211150.175Z.wav,62.96578,65.47528,HB,
ICLISTENHF1251_20140104T211150.175Z.wav,175.5513,187.0722,UN|HB,
"ICLISTENHF1251_20140104T212150.177Z-HPF	20.77947",21.44487,,,
"ICLISTENHF1251_20140104T212150.177Z-HPF	288.4600",289.1254,,,
ICLISTENHF1251_20140104T212150.177Z.wav,68.09886,69.63878,HB,
ICLISTENHF1251_20140104T212150.177Z.wav,237.4904,240.8555,HB,
ICLISTENHF1251_20140104T213150.179Z.wav,25.4943,27.49048,HB,
ICLISTENHF1251_20140104T214150.181Z.wav,44.94297,48.07985,HB,
ICLISTENHF1251_20140104T215150.183Z.wav,3.9924,5.81749,HB,
ICLISTENHF1251_20140104T215150.183Z.wav,80.30417,82.07223,UN|HB,
ICLISTENHF1251_20140104T215150.183Z.wav,255.9125,257.4524,UN|HB|P,      
ICLISTENHF1251_20140104T220150.185Z.wav,12.94677,14.71483,HB,
ICLISTENHF1251_20140104T221150.187Z.wav,59.71482,61.19771,HB,
ICLISTENHF1251_20140104T222150.189Z.wav,73.91634,75.96958,HB,
ICLISTENHF1251_20140104T223150.191Z.wav,40.6654,42.77567,HB,
ICLISTENHF1251_20140104T224150.192Z.wav,9.29658,10.62738,HB,
ICLISTENHF1251_20140104T225150.195Z.wav,9.63877,12.8327,HB,
ICLISTENHF1251_20140104T230150.196Z.wav,2.68061,3.93536,HB,
ICLISTENHF1251_20140104T231150.198Z.wav,8.44105,10.55133,HB,
ICLISTENHF1251_20140104T231150.198Z.wav,145.6083,148.346,UN|HB|P,      
ICLISTENHF1251_20140104T232150.200Z.wav,8.19392,9.71483,HB,
ICLISTENHF1251_20140104T233150.202Z.wav,141.6159,143.7832,HB,
ICLISTENHF1251_20140104T234150.204Z.wav,40.20913,42.6616,HB,
ICLISTENHF1251_20140104T235150.205Z.wav,29.54373,31.19772,HB,
ICLISTENHF1251_20140201T001212.068Z.wav,63.8403,66.1597,UN|FW,
ICLISTENHF1251_20140201T001212.068Z.wav,254.5627,256.1597,HB,
ICLISTENHF1251_20140201T002212.071Z.wav,7.0152,8.36502,HB,
ICLISTENHF1251_20140201T002212.071Z.wav,29.20152,30.76046,FW,
ICLISTENHF1251_20140201T004212.076Z.wav,134.6768,136.4258,FW,
ICLISTENHF1251_20140201T005212.078Z.wav,16.12166,18.06083,FW,
ICLISTENHF1251_20140201T010212.081Z.wav,37.90875,39.1635,HB,
ICLISTENHF1251_20140201T010212.081Z.wav,38.70722,41.14068,FW,
ICLISTENHF1251_20140201T011212.083Z.wav,213.0798,215.3992,UN|FW,
ICLISTENHF1251_20140201T011212.083Z.wav,227.1102,228.7832,HB,
ICLISTENHF1251_20140201T013212.087Z.wav,124.1444,125.133,HB,
ICLISTENHF1251_20140201T014212.090Z.wav,11.59696,13.46008,FW,
ICLISTENHF1251_20140201T014212.090Z.wav,84.29658,85.47528,HB,
ICLISTENHF1251_20140201T015212.092Z.wav,94.52471,95.70341,HB,
ICLISTENHF1251_20140201T015212.092Z.wav,118.0228,119.9239,FW,
ICLISTENHF1251_20140201T020212.094Z.wav,4.90493,6.46388,HB,
ICLISTENHF1251_20140201T020212.094Z.wav,43.42205,45.5133,FW,
ICLISTENHF1251_20140201T021212.096Z.wav,52.50951,54.56273,FW,
ICLISTENHF1251_20140201T021212.096Z.wav,71.21672,72.39544,HB,
ICLISTENHF1251_20140201T022212.099Z.wav,30.91255,32.88972,HB,
ICLISTENHF1251_20140201T023212.101Z.wav,46.42586,48.47909,UN|FW,
ICLISTENHF1251_20140201T023212.101Z.wav,104.1064,105.7794,HB,
ICLISTENHF1251_20140201T024212.103Z.wav,27.45246,28.55513,HB,
ICLISTENHF1251_20140201T024212.103Z.wav,234.1825,236.0836,UN|FW,
ICLISTENHF1251_20140201T025212.105Z.wav,232.0152,233.4981,UN|HB,
ICLISTENHF1251_20140201T025212.105Z.wav,256.8821,258.5551,UN|FW,
ICLISTENHF1251_20140201T030212.108Z.wav,206.806,208.441,HB,
ICLISTENHF1251_20140201T030212.108Z.wav,234.2965,236.2357,FW,
ICLISTENHF1251_20140201T031212.110Z.wav,234.1825,235.3992,UN|FW,
ICLISTENHF1251_20140201T032212.112Z.wav,168.5171,170.114,UN|FW,
ICLISTENHF1251_20140201T032212.112Z.wav,230.5323,232.2433,HB,
ICLISTENHF1251_20140201T033212.114Z.wav,103.0418,104.1444,HB,
ICLISTENHF1251_20140201T033212.114Z.wav,248.6311,250.3041,UN|FW,
ICLISTENHF1251_20140201T034212.116Z.wav,8.78327,10.38022,HB,
ICLISTENHF1251_20140201T034212.116Z.wav,226.8821,229.0494,UN|FW,
ICLISTENHF1251_20140201T035212.118Z.wav,126.768,128.6311,FW,
ICLISTENHF1251_20140201T035212.118Z.wav,241.0369,242.7099,HB,
ICLISTENHF1251_20140201T040212.120Z.wav,21.59696,23.46008,HB,
ICLISTENHF1251_20140201T040212.120Z.wav,30.98859,33.0038,FW,
ICLISTENHF1251_20140201T041212.122Z.wav,95.32319,96.53992,HB,
ICLISTENHF1251_20140201T042212.124Z.wav,211.5589,213.3079,HB,
ICLISTENHF1251_20140201T042212.124Z.wav,260.3802,262.0912,UN|FW,
ICLISTENHF1251_20140201T043212.126Z.wav,12.01521,13.26996,HB,
ICLISTENHF1251_20140201T043212.126Z.wav,274.7148,279.0494,UN|BW,
ICLISTENHF1251_20140201T044212.129Z.wav,47.56654,49.46768,HB,
ICLISTENHF1251_20140201T044212.129Z.wav,236.9962,238.5551,UN|D,
ICLISTENHF1251_20140201T045212.130Z.wav,7.37643,8.63118,UN|D,
ICLISTENHF1251_20140201T045212.130Z.wav,193.0798,194.5627,HB,
ICLISTENHF1251_20140201T045212.130Z.wav,201.4068,203.384,WSD,
ICLISTENHF1251_20140201T050212.133Z.wav,18.93536,20.72243,HB,
ICLISTENHF1251_20140201T050212.133Z.wav,72.74571,74.15255,UN|FW,
ICLISTENHF1251_20140201T050212.133Z.wav,224.6768,226.73,UN|WSD,      
ICLISTENHF1251_20140201T051212.135Z.wav,12.54753,13.21293,HB,
ICLISTENHF1251_20140201T051212.135Z.wav,91.44487,93.42205,FW,
ICLISTENHF1251_20140201T051212.135Z.wav,104.1444,105.2091,WSD,
ICLISTENHF1251_20140201T052212.137Z.wav,13.9924,15.55133,WSD,
ICLISTENHF1251_20140201T052212.137Z.wav,54.10645,55.96957,FW,
ICLISTENHF1251_20140201T052212.137Z.wav,206.6532,208.7064,UN|HB|NN,"	"
ICLISTENHF1251_20140201T060212.145Z.wav,3.4981,5.13308,HB,
ICLISTENHF1251_20140201T061212.147Z.wav,105.5133,107.0342,FW,
ICLISTENHF1251_20140201T061212.147Z.wav,234.5627,236.4258,UN|HB|NN,"	"
ICLISTENHF1251_20140201T062212.149Z.wav,10.79848,11.25475,UN|D,
ICLISTENHF1251_20140201T062212.149Z.wav,30.81748,31.63496,UN|HB,
ICLISTENHF1251_20140201T062212.149Z.wav,161.2167,162.6235,WSD,
ICLISTENHF1251_20140201T063212.151Z.wav,22.50951,24.37262,FW,
ICLISTENHF1251_20140201T063212.151Z.wav,206.73,208.5171,HB,
ICLISTENHF1251_20140201T064212.152Z.wav,184.1825,185.2851,HB,
ICLISTENHF1251_20140201T065212.154Z.wav,9.35361,10.83649,HB,
ICLISTENHF1251_20140201T065212.154Z.wav,184.4106,186.0836,FW,
ICLISTENHF1251_20140201T070212.157Z.wav,17.75665,19.04943,WSD,
ICLISTENHF1251_20140201T070212.157Z.wav,181.9011,183.0418,HB,
ICLISTENHF1251_20140201T071212.158Z.wav,66.04563,67.98478,HB,
ICLISTENHF1251_20140201T071212.158Z.wav,167.2623,168.9733,FW,
ICLISTENHF1251_20140201T072212.160Z.wav,10.41825,12.24335,HB,
ICLISTENHF1251_20140201T072212.160Z.wav,67.11027,68.44106,WSD,
ICLISTENHF1251_20140201T072212.160Z.wav,146.5019,148.403,FW,
ICLISTENHF1251_20140201T073212.162Z.wav,20.26616,22.20532,UN|FW,
ICLISTENHF1251_20140201T073212.162Z.wav,49.23953,51.93916,UN|HB,
ICLISTENHF1251_20140201T073212.162Z.wav,135.8555,136.806,UN|WSD|D,"	"
ICLISTENHF1251_20140201T074212.165Z.wav,71.82508,73.76426,HB,
ICLISTENHF1251_20140201T074212.165Z.wav,72.88972,74.14449,UN|D,
ICLISTENHF1251_20140201T074212.165Z.wav,153.7642,155.2091,FW,
ICLISTENHF1251_20140201T075212.166Z.wav,44.79087,46.57795,FW,
ICLISTENHF1251_20140201T075212.166Z.wav,46.92015,48.36502,HB,
ICLISTENHF1251_20140201T080212.169Z.wav,229.8098,230.8364,UN|WSD,      
ICLISTENHF1251_20140201T081212.170Z.wav,106.0456,107.5665,HB,
ICLISTENHF1251_20140201T081212.170Z.wav,133.384,135.3612,FW,
ICLISTENHF1251_20140201T082212.172Z.wav,8.89734,10.19011,HB,
ICLISTENHF1251_20140201T082212.172Z.wav,224.0684,225.9695,FW,
ICLISTENHF1251_20140201T083212.175Z.wav,28.28897,30.64639,UN|D,
ICLISTENHF1251_20140201T083212.175Z.wav,221.787,223.2319,FW,
ICLISTENHF1251_20140201T084212.176Z.wav,118.479,119.4676,HB,
ICLISTENHF1251_20140201T084212.176Z.wav,222.7376,224.7528,KW,
ICLISTENHF1251_20140201T084212.176Z.wav,274.7148,276.5779,UN|FW,
ICLISTENHF1251_20140201T085212.178Z.wav,191.1787,192.2813,HB,
ICLISTENHF1251_20140201T085212.178Z.wav,242.3193,244.3726,UN|FW,
ICLISTENHF1251_20140201T090212.180Z.wav,45.93156,47.11027,UN|FW,
ICLISTENHF1251_20140201T090212.180Z.wav,50.22814,51.90114,UN|HB,
ICLISTENHF1251_20140201T090212.180Z.wav,96.08365,97.68061,WSD,
ICLISTENHF1251_20140201T091212.182Z.wav,10.38022,10.91255,WSD,
ICLISTENHF1251_20140201T092212.183Z.wav,9.01141,10.60836,HB,
ICLISTENHF1251_20140201T092212.183Z.wav,184.0684,185.4752,WSD,
ICLISTENHF1251_20140201T093212.185Z.wav,39.12548,41.06464,HB,
ICLISTENHF1251_20140201T093212.185Z.wav,216.0456,217.1482,WSD,
ICLISTENHF1251_20140201T093212.185Z.wav,260.8364,262.3954,UN|FW,
ICLISTENHF1251_20140201T094212.188Z.wav,5.89354,7.26235,WSD,
ICLISTENHF1251_20140201T094212.188Z.wav,18.51711,20.53232,HB,
ICLISTENHF1251_20140201T094212.188Z.wav,80.64638,82.43345,FW,
ICLISTENHF1251_20140201T095212.190Z.wav,11.55894,11.97719,UN|WSD,      
ICLISTENHF1251_20140201T095212.190Z.wav,14.29658,15.6654,HB,
ICLISTENHF1251_20140201T095212.190Z.wav,16.27375,18.06083,FW,
ICLISTENHF1251_20140201T095212.190Z.wav,18.25095,20.3422,WSD,
ICLISTENHF1251_20140201T100212.192Z.wav,14.48669,16.04563,UN|D,
ICLISTENHF1251_20140201T100212.192Z.wav,21.97719,23.15589,HB,
ICLISTENHF1251_20140201T100212.192Z.wav,219.3155,221.5209,FW,
ICLISTENHF1251_20140201T101212.194Z.wav,15.96958,17.56654,WSD,
ICLISTENHF1251_20140201T101212.194Z.wav,171.9391,174.1064,UN|WSD,      
ICLISTENHF1251_20140201T102212.196Z.wav,24.63878,25.81749,WSD,
ICLISTENHF1251_20140201T102212.196Z.wav,213.2699,214.9049,UN|FW,
ICLISTENHF1251_20140201T103212.198Z.wav,29.27757,30.38023,WSD,
ICLISTENHF1251_20140201T103212.198Z.wav,66.46388,69.01141,FW,
ICLISTENHF1251_20140201T103212.198Z.wav,273.2981,274.7809,HB,
ICLISTENHF1251_20140201T104212.200Z.wav,29.88593,31.59696,WSD,
ICLISTENHF1251_20140201T105212.201Z.wav,130.038,130.6083,WSD,
ICLISTENHF1251_20140201T110212.203Z.wav,35.32319,35.93156,WSD,
ICLISTENHF1251_20140201T110212.203Z.wav,266.3117,267.7186,HB,
ICLISTENHF1251_20140201T111212.205Z.wav,85.6654,87.07224,HB,
ICLISTENHF1251_20140201T112212.207Z.wav,113.8403,114.9049,WSD,
ICLISTENHF1251_20140201T112212.207Z.wav,141.6349,143.5741,HB,
ICLISTENHF1251_20140201T140212.208Z.wav,33.95436,35.81748,UN|FW,
ICLISTENHF1251_20140201T142212.214Z.wav,236.1216,237.6806,HB,
ICLISTENHF1251_20140201T143212.217Z.wav,242.2053,243.6882,FW,
ICLISTENHF1251_20140201T144212.220Z.wav,20.26616,22.28136,FW,
ICLISTENHF1251_20140201T145212.222Z.wav,4.6768,6.27376,FW,
ICLISTENHF1251_20140201T145212.222Z.wav,59.42966,61.06464,HB,
ICLISTENHF1251_20140201T150212.225Z.wav,15.81748,17.79468,FW,
ICLISTENHF1251_20140201T151212.228Z.wav,4.6768,6.04563,FW,
ICLISTENHF1251_20140201T151212.228Z.wav,94.10645,95.32319,HB,
ICLISTENHF1251_20140201T152212.230Z.wav,31.74904,33.38403,FW,
ICLISTENHF1251_20140201T152212.230Z.wav,237.6425,239.3916,HB,
ICLISTENHF1251_20140201T153212.233Z.wav,8.09886,9.50569,FW,
ICLISTENHF1251_20140201T154212.235Z.wav,21.63498,23.65019,FW,
ICLISTENHF1251_20140201T155212.238Z.wav,36.84411,38.55513,FW,
ICLISTENHF1251_20140201T160212.241Z.wav,12.39544,14.18251,FW,
ICLISTENHF1251_20140201T161212.243Z.wav,47.41445,49.31559,FW,
ICLISTENHF1251_20140201T162212.246Z.wav,11.78707,14.10646,FW,
ICLISTENHF1251_20140201T163212.248Z.wav,12.88973,15.13308,FW,
ICLISTENHF1251_20140201T164212.250Z.wav,63.91635,66.5019,FW,
ICLISTENHF1251_20140201T164212.250Z.wav,199.8479,201.3308,HB,
ICLISTENHF1251_20140201T165212.251Z.wav,9.96197,11.63498,FW,
ICLISTENHF1251_20140201T170704.008Z.wav,60.24714,61.71103,FW,
ICLISTENHF1251_20140201T171015.190Z.wav,14.25856,15.93156,FW,
ICLISTENHF1251_20140201T171015.190Z.wav,113.9543,115.2091,HB,
ICLISTENHF1251_20140201T172015.191Z.wav,160,162.6235,FW,
ICLISTENHF1251_20140201T172015.191Z.wav,206.5399,207.9847,HB,
ICLISTENHF1251_20140201T173015.193Z.wav,153.46,155.6654,FW,
ICLISTENHF1251_20140201T173456.130Z.wav,18.70722,20.11407,FW,
ICLISTENHF1251_20140201T173456.130Z.wav,253.8022,254.9049,HB,
ICLISTENHF1251_20140201T174456.132Z.wav,74.98099,75.24715,UN|OC,
ICLISTENHF1251_20140201T174456.132Z.wav,104.4106,105.8174,FW,
ICLISTENHF1251_20140201T174456.132Z.wav,226.9962,227.9467,HB,
ICLISTENHF1251_20140201T175456.134Z.wav,278.1749,280.2281,UN|FW,
ICLISTENHF1251_20140201T182456.142Z.wav,220.7224,222.3193,UN|FW,
ICLISTENHF1251_20140201T190456.151Z.wav,272.2433,273.8783,UN|FW,
ICLISTENHF1251_20140201T190456.151Z.wav,292.1673,293.6501,UN|HB,
ICLISTENHF1251_20140201T194456.160Z.wav,201.9011,203.1178,UN|HB,
ICLISTENHF1251_20140201T202456.169Z.wav,263.6121,265.2851,UN|FW,
ICLISTENHF1251_20140201T204456.169Z.wav,235.095,236.0456,UN|HB|NN,"	"
ICLISTENHF1251_20140201T205456.169Z.wav,17.64258,18.63118,UN|HB|NN,"	"
ICLISTENHF1251_20140201T210456.170Z.wav,20.64639,21.36882,UN|HB|NN,"	"
